Date,Username,User tag,Content,Mentions,link
"2023-10-09,08:00:24",leo7.,#0,509,,
"2023-10-10,07:34:47",leo7.,#0,510,,
"2023-10-11,06:31:38",leo7.,#0,511,,
"2023-10-12,11:42:11",leo7.,#0,512,,
"2023-10-13,11:01:06",leo7.,#0,513,,
"2023-10-14,07:41:18",leo7.,#0,514,,
"2023-10-15,08:03:07",leo7.,#0,515,,
"2023-10-16,08:38:10",leo7.,#0,516,,
"2023-10-17,07:51:13",leo7.,#0,517,,
"2023-10-18,07:56:53",leo7.,#0,518,,
"2023-10-19,06:37:03",leo7.,#0,519,,
"2023-10-21,20:14:38",leo7.,#0,520,,
"2023-10-22,08:57:52",leo7.,#0,521,,
"2023-10-23,06:55:49",leo7.,#0,522,,
"2023-10-24,10:50:33",leo7.,#0,523,,
"2023-10-25,13:58:41",leo7.,#0,524,,
"2023-10-26,11:05:57",leo7.,#0,525,,
"2023-10-27,13:48:33",leo7.,#0,526,,
"2023-10-28,08:20:21",leo7.,#0,527,,
"2023-10-29,21:53:49",leo7.,#0,528,,
"2023-10-30,09:44:31",leo7.,#0,529,,
"2023-10-31,20:39:51",leo7.,#0,530,,
"2023-11-01,11:23:45",leo7.,#0,531,,
"2023-11-02,22:29:24",leo7.,#0,532,,
"2023-11-03,06:43:59",leo7.,#0,532,,
"2023-11-04,19:19:10",leo7.,#0,533,,
"2023-11-05,07:59:26",leo7.,#0,534,,
"2023-11-06,07:19:53",leo7.,#0,535,,
"2023-11-07,16:46:30",leo7.,#0,536,,
"2023-11-08,17:02:35",leo7.,#0,537,,
"2023-11-09,22:53:30",leo7.,#0,538,,
"2023-11-10,07:06:02",leo7.,#0,539,,
"2023-11-11,08:49:31",leo7.,#0,540,,
"2023-11-12,21:05:16",leo7.,#0,541,,
"2023-11-14,09:54:05",leo7.,#0,542,,
"2023-11-15,08:16:49",leo7.,#0,543,,
"2023-11-16,08:58:10",leo7.,#0,544,,
"2023-11-17,08:01:11",leo7.,#0,545,,
"2023-11-18,23:42:39",leo7.,#0,546,,
"2023-11-19,08:59:41",leo7.,#0,547,,
"2023-11-21,23:30:30",leo7.,#0,548,,
"2023-11-22,15:25:10",leo7.,#0,549,,
"2023-11-23,06:11:02",leo7.,#0,550,,
"2023-11-24,09:46:09",leo7.,#0,551,,
"2023-11-26,00:09:06",leo7.,#0,552,,
"2023-11-27,16:54:03",leo7.,#0,553,,
"2023-11-28,22:16:46",leo7.,#0,554,,
"2023-11-29,14:18:19",leo7.,#0,555,,
"2023-11-30,08:19:59",leo7.,#0,556,,
"2023-12-01,07:17:20",leo7.,#0,557,,
"2023-12-02,17:17:38",leo7.,#0,558,,
"2023-12-03,06:55:33",leo7.,#0,559,,
"2023-12-04,13:18:15",leo7.,#0,560,,
"2023-12-05,10:38:04",leo7.,#0,561,,
"2023-12-07,08:46:51",leo7.,#0,562,,
"2023-12-08,07:25:40",leo7.,#0,563,,
"2023-12-09,11:57:24",leo7.,#0,564,,
"2023-12-10,07:51:22",leo7.,#0,565,,
"2023-12-11,23:42:05",leo7.,#0,566,,
"2023-12-12,09:50:49",leo7.,#0,567,,
"2023-12-14,07:44:33",leo7.,#0,568,,
"2023-12-15,07:34:39",leo7.,#0,569,,
"2023-12-16,10:01:52",leo7.,#0,570,,
"2023-12-17,20:43:15",leo7.,#0,571,,
"2023-12-18,09:13:16",leo7.,#0,572,,
"2023-12-19,06:47:34",leo7.,#0,573,,
"2023-12-20,10:37:53",leo7.,#0,574,,
"2023-12-21,23:48:19",leo7.,#0,575,,
"2023-12-22,10:05:14",leo7.,#0,576,,
"2023-12-23,16:13:55",leo7.,#0,577,,
"2023-12-24,08:53:49",leo7.,#0,578,,
"2023-12-25,18:52:34",leo7.,#0,579,,
"2023-12-26,07:22:29",leo7.,#0,580,,
"2023-12-27,08:42:39",leo7.,#0,581,,
"2023-12-31,07:17:20",leo7.,#0,582,,
"2024-01-01,07:06:40",leo7.,#0,583,,
"2024-01-02,10:19:20",leo7.,#0,584,,
"2024-01-03,21:28:23",leo7.,#0,585,,
"2024-01-04,08:44:51",leo7.,#0,586,,
"2024-01-05,09:44:47",leo7.,#0,587,,
"2024-01-06,20:34:54",leo7.,#0,588,,
"2024-01-07,00:13:29",leo7.,#0,589,,
"2024-01-08,09:57:57",leo7.,#0,590,,
"2024-01-09,07:07:08",leo7.,#0,591,,
"2024-01-10,07:21:07",leo7.,#0,592,,
"2024-01-11,07:44:22",leo7.,#0,593,,
"2024-01-12,08:30:28",leo7.,#0,594,,
"2024-01-13,10:31:08",leo7.,#0,595,,
"2024-01-14,08:06:02",leo7.,#0,596,,
"2024-01-15,07:45:13",leo7.,#0,597,,
"2024-01-16,07:14:08",leo7.,#0,598,,
"2024-01-17,08:12:29",leo7.,#0,599,,
"2024-01-18,07:57:01",leo7.,#0,600,,
"2024-01-19,10:01:42",leo7.,#0,601,,
"2024-01-20,08:16:51",leo7.,#0,602,,
"2024-01-21,13:47:50",leo7.,#0,603,,
"2024-01-22,07:29:25",leo7.,#0,604,,
"2024-01-23,07:40:05",leo7.,#0,605,,
"2024-01-24,08:20:50",leo7.,#0,606,,
"2024-01-25,06:30:29",leo7.,#0,607,,
"2024-01-26,08:41:15",leo7.,#0,608,,
"2024-01-27,11:19:24",leo7.,#0,609,,
"2024-01-28,09:17:07",leo7.,#0,610,,
"2024-01-29,06:53:49",leo7.,#0,611,,
"2024-01-29,19:33:13",laxaxl,#0,I'm deleting this stupid ass channel <:AngryJohnLekven:1137590194900586536>,,
"2024-01-29,20:10:45",jink0683,#0,no theres so much history! (sunk cost fallacy),,
"2024-01-29,21:37:10",laxaxl,#0,Shut up nerd <:AngryJohnLekven:1137590194900586536>,,
"2024-01-30,06:27:41",leo7.,#0,612,,
"2024-01-31,07:50:17",leo7.,#0,613,,
"2024-02-01,08:42:09",leo7.,#0,614,,
"2024-02-02,07:49:29",leo7.,#0,615,,
"2024-02-03,10:18:29",leo7.,#0,616,,
"2024-02-04,20:28:16",leo7.,#0,617,,
"2024-02-05,07:53:14",leo7.,#0,618,,
"2024-02-07,06:02:26",leo7.,#0,619,,
"2024-02-08,09:22:37",leo7.,#0,620,,
"2024-02-09,07:42:51",leo7.,#0,621,,
"2024-02-10,08:05:10",leo7.,#0,622,,
"2024-02-11,08:34:55",leo7.,#0,623,,
"2024-02-12,09:31:20",leo7.,#0,624,,
"2024-02-13,22:34:05",leo7.,#0,625,,
"2024-02-14,06:23:57",leo7.,#0,626,,
"2024-02-15,08:43:55",leo7.,#0,627,,
"2024-02-16,07:11:00",leo7.,#0,628,,
"2024-02-17,00:09:26",leo7.,#0,629,,
"2024-02-18,06:38:37",leo7.,#0,630,,
"2024-02-19,07:25:16",leo7.,#0,631,,
"2024-02-20,07:30:55",leo7.,#0,632,,
"2024-02-21,07:33:20",leo7.,#0,633,,
"2024-02-22,06:04:30",leo7.,#0,634,,
"2024-02-23,13:13:01",leo7.,#0,635,,
"2024-02-24,09:31:08",leo7.,#0,636,,
"2024-02-25,07:06:27",leo7.,#0,637,,
"2024-02-26,06:28:30",leo7.,#0,638,,
"2024-02-26,18:21:01",fameldin,#0,powerful,leo7.#0,
"2024-02-27,10:52:45",leo7.,#0,639,,
"2024-02-28,07:43:20",leo7.,#0,640,,
"2024-02-29,07:58:23",leo7.,#0,641,,
"2024-03-01,07:54:09",leo7.,#0,642,,
"2024-03-02,11:08:19",leo7.,#0,643,,
"2024-03-03,10:35:20",leo7.,#0,644,,
"2024-03-04,11:05:04",leo7.,#0,645,,
"2024-03-04,17:19:40",fameldin,#0,,,https://cdn.discordapp.com/attachments/963897874624696410/1214381786893783080/maxresdefault.jpg?ex=68b8e92c&is=68b797ac&hm=ea9a1ee22e860799ac02763c5c0dfd22d9378f9d3053073fa463eb8e5feeb9f5&
"2024-03-05,08:11:06",leo7.,#0,646,,
"2024-03-06,19:27:32",leo7.,#0,647,,
"2024-03-07,09:32:36",leo7.,#0,648,,
"2024-03-08,14:22:11",leo7.,#0,649,,
"2024-03-09,11:32:40",leo7.,#0,650,,
"2024-03-10,08:54:57",leo7.,#0,651,,
"2024-03-11,06:11:16",leo7.,#0,652,,
"2024-03-12,09:17:53",leo7.,#0,653,,
"2024-03-13,07:42:50",leo7.,#0,654,,
"2024-03-14,07:49:55",leo7.,#0,655,,
"2024-03-15,07:54:34",leo7.,#0,656,,
"2024-03-16,07:18:01",leo7.,#0,657,,
"2024-03-17,21:33:26",leo7.,#0,658,,
"2024-03-18,10:31:26",leo7.,#0,659,,
"2024-03-19,18:11:44",leo7.,#0,660,,
"2024-03-20,06:14:29",leo7.,#0,661,,
"2024-03-21,08:11:48",leo7.,#0,662,,
"2024-03-22,11:16:49",leo7.,#0,663,,
"2024-03-23,08:20:53",leo7.,#0,664,,
"2024-03-24,06:22:10",leo7.,#0,665,,
"2024-03-25,08:09:37",leo7.,#0,666,,
"2024-03-26,07:57:52",leo7.,#0,667,,
"2024-03-27,07:12:50",leo7.,#0,668,,
"2024-03-28,06:22:44",leo7.,#0,669,,
"2024-03-29,06:51:34",leo7.,#0,670,,
"2024-03-30,07:24:20",leo7.,#0,671,,
"2024-03-31,08:03:39",leo7.,#0,672,,
"2024-04-01,06:45:29",leo7.,#0,673,,
"2024-04-02,05:47:38",leo7.,#0,674,,
"2024-04-03,06:58:15",leo7.,#0,675,,
"2024-04-04,07:40:52",leo7.,#0,676,,
"2024-04-05,07:59:28",leo7.,#0,677,,
"2024-04-06,00:26:27",leo7.,#0,678,,
"2024-04-07,21:17:54",leo7.,#0,679,,
"2024-04-08,12:27:36",leo7.,#0,680,,
"2024-04-09,06:30:27",leo7.,#0,681,,
"2024-04-10,15:52:10",leo7.,#0,682,,
"2024-04-11,11:08:01",leo7.,#0,683,,
"2024-04-12,06:27:15",leo7.,#0,684,,
"2024-04-12,13:42:15",_tybg,#0,You're annoying,,
"2024-04-13,08:13:50",leo7.,#0,685,,
"2024-04-14,10:45:02",leo7.,#0,686,,
"2024-04-15,17:32:25",leo7.,#0,687,,
"2024-04-16,11:02:45",leo7.,#0,688,,
"2024-04-17,08:00:05",leo7.,#0,689,,
"2024-04-19,07:38:47",leo7.,#0,690,,
"2024-04-20,07:47:52",leo7.,#0,691,,
"2024-04-21,08:25:08",leo7.,#0,692,,
"2024-04-22,07:50:04",leo7.,#0,693,,
"2024-04-23,06:11:28",leo7.,#0,694,,
"2024-04-24,06:19:31",leo7.,#0,695,,
"2024-04-25,11:02:03",leo7.,#0,696,,
"2024-04-26,22:52:36",leo7.,#0,697,,
"2024-04-27,08:54:13",leo7.,#0,698,,
"2024-04-28,08:58:56",leo7.,#0,699,,
"2024-04-29,19:47:15",leo7.,#0,700,,
"2024-04-30,12:07:19",leo7.,#0,701,,
"2024-05-01,07:47:05",leo7.,#0,702,,
"2024-05-02,10:33:15",leo7.,#0,703,,
"2024-05-03,06:17:48",leo7.,#0,704,,
"2024-05-04,09:19:44",leo7.,#0,705,,
"2024-05-05,09:29:31",leo7.,#0,706,,
"2024-05-06,21:51:44",leo7.,#0,707,,
"2024-05-08,06:16:35",leo7.,#0,708,,
"2024-05-09,11:08:34",leo7.,#0,709,,
"2024-05-10,06:15:35",leo7.,#0,710,,
"2024-05-11,07:37:19",leo7.,#0,711,,
"2024-05-12,10:06:53",leo7.,#0,712,,
"2024-05-13,07:42:33",leo7.,#0,713,,
"2024-05-14,08:29:02",leo7.,#0,714,,
"2024-05-15,10:00:01",leo7.,#0,715,,
"2024-05-16,06:47:42",leo7.,#0,716,,
"2024-05-17,05:51:19",leo7.,#0,717,,
"2024-05-18,23:28:54",leo7.,#0,718,,
"2024-05-19,00:43:51",leo7.,#0,719,,
"2024-05-20,09:35:29",leo7.,#0,720,,
"2024-05-21,22:42:29",leo7.,#0,721,,
"2024-05-22,09:42:41",leo7.,#0,722,,
"2024-05-24,06:21:38",leo7.,#0,723,,
"2024-05-25,07:12:00",leo7.,#0,724,,
"2024-05-26,08:44:21",leo7.,#0,725,,
"2024-05-27,21:14:28",leo7.,#0,726,,
"2024-05-28,17:58:59",leo7.,#0,727,,
"2024-05-29,21:26:05",leo7.,#0,728,,
"2024-05-31,19:21:44",leo7.,#0,729,,
"2024-06-01,07:08:37",leo7.,#0,730,,
"2024-06-02,20:17:00",leo7.,#0,731,,
"2024-06-06,13:34:05",leo7.,#0,732,,
"2024-06-06,13:34:21",jink0683,#0,not a good look,,
"2024-06-07,11:56:29",leo7.,#0,733,,
"2024-06-08,17:06:29",leo7.,#0,734,,
"2024-06-10,08:23:19",leo7.,#0,735,,
"2024-06-11,17:37:48",leo7.,#0,736,,
"2024-06-12,23:54:20",leo7.,#0,737,,
"2024-06-13,00:09:15",leo7.,#0,738,,
"2024-06-14,07:23:30",leo7.,#0,739,,
"2024-06-15,11:14:49",leo7.,#0,740,,
"2024-06-16,08:39:35",leo7.,#0,741,,
"2024-06-17,16:30:10",leo7.,#0,742,,
"2024-06-18,18:51:41",leo7.,#0,743,,
"2024-06-19,14:17:55",leo7.,#0,744,,
"2024-06-20,08:40:34",leo7.,#0,745,,
"2024-06-21,10:58:12",leo7.,#0,746,,
"2024-06-22,22:26:43",leo7.,#0,747,,
"2024-06-23,21:27:29",leo7.,#0,748,,
"2024-06-24,11:32:25",leo7.,#0,749,,
"2024-06-25,14:13:19",leo7.,#0,750,,
"2024-06-26,19:31:43",leo7.,#0,751,,
"2024-06-27,09:04:16",leo7.,#0,752,,
"2024-06-29,07:12:20",leo7.,#0,753,,
"2024-06-30,08:23:04",leo7.,#0,754,,
"2024-07-01,22:04:43",leo7.,#0,755,,
"2024-07-02,11:36:12",laxaxl,#0,https://tenor.com/view/time-to-party-dance-alarm-clock-gif-14649382,,
"2024-07-02,11:50:41",leo7.,#0,756,,
"2024-07-03,12:01:43",leo7.,#0,757,,
"2024-07-04,09:44:03",leo7.,#0,758,,
"2024-07-05,19:06:49",leo7.,#0,759,,
"2024-07-07,17:40:33",leo7.,#0,760,,
"2024-07-08,12:52:31",leo7.,#0,761,,
"2024-07-09,20:56:23",leo7.,#0,762,,
"2024-07-10,08:59:57",leo7.,#0,763,,
"2024-07-11,19:33:32",leo7.,#0,764,,
"2024-07-13,11:27:13",leo7.,#0,765,,
"2024-07-14,11:02:47",leo7.,#0,766,,
"2024-07-15,19:51:03",leo7.,#0,767,,
"2024-07-19,13:42:54",laxaxl,#0,"bro not only is procrastinating on his homework, but also procrastinating on the monkey clock",leo7.#0,
"2024-07-19,13:43:12",laxaxl,#0,disappointing <:TaylanISFP:916035024116121660>,,
"2024-07-19,13:56:35",leo7.,#0,768,,
"2024-07-20,19:44:18",leo7.,#0,769,,
"2024-07-21,22:55:51",leo7.,#0,770,,
"2024-07-22,20:09:58",leo7.,#0,771,,
"2024-07-23,17:31:59",leo7.,#0,772,,
"2024-07-25,20:13:43",leo7.,#0,773,,
"2024-07-26,09:39:33",leo7.,#0,774,,
"2024-07-27,20:48:57",leo7.,#0,775,,
"2024-07-28,12:23:29",leo7.,#0,776,,
"2024-07-29,15:37:34",leo7.,#0,777,,
"2024-07-31,16:32:02",leo7.,#0,778,,
"2024-08-02,10:07:00",leo7.,#0,779,,
"2024-08-03,17:21:36",leo7.,#0,780,,
"2024-08-04,15:53:51",leo7.,#0,781,,
"2024-08-06,11:09:45",leo7.,#0,782,,
"2024-08-07,08:11:53",leo7.,#0,783,,
"2024-08-08,10:57:21",leo7.,#0,784,,
"2024-08-09,11:06:06",leo7.,#0,785,,
"2024-08-10,09:14:03",leo7.,#0,786,,
"2024-08-11,11:17:56",leo7.,#0,787,,
"2024-08-12,23:42:37",leo7.,#0,788,,
"2024-08-13,12:22:11",leo7.,#0,789,,
"2024-08-14,07:54:05",leo7.,#0,790,,
"2024-08-15,08:04:57",leo7.,#0,791,,
"2024-08-16,10:04:15",leo7.,#0,792,,
"2024-08-17,09:43:46",leo7.,#0,793,,
"2024-08-18,00:08:16",leo7.,#0,794,,
"2024-08-19,09:05:51",leo7.,#0,795,,
"2024-08-20,14:59:59",leo7.,#0,796,,
"2024-08-21,06:14:35",leo7.,#0,797,,
"2024-08-22,08:38:29",leo7.,#0,798,,
"2024-08-24,09:28:59",leo7.,#0,799,,
"2024-08-26,18:00:40",leo7.,#0,800,,
"2024-08-27,09:49:01",leo7.,#0,801,,
"2024-08-28,07:31:44",leo7.,#0,802,,
"2024-08-29,21:37:22",leo7.,#0,803,,
"2024-08-30,22:35:20",leo7.,#0,804,,
"2024-08-31,09:27:25",leo7.,#0,805,,
"2024-09-01,18:30:39",leo7.,#0,806,,
"2024-09-02,12:59:02",leo7.,#0,807,,
"2024-09-03,07:36:24",leo7.,#0,808,,
"2024-09-04,11:26:58",leo7.,#0,809,,
"2024-09-05,10:58:26",leo7.,#0,810,,
"2024-09-06,08:22:37",leo7.,#0,811,,
"2024-09-09,08:35:45",leo7.,#0,812,,
"2024-09-10,18:02:10",leo7.,#0,813,,
"2024-09-11,13:30:55",leo7.,#0,814,,
"2024-09-12,11:18:41",leo7.,#0,815,,
"2024-09-13,13:19:36",leo7.,#0,816,,
"2024-09-14,09:34:18",leo7.,#0,817,,
"2024-09-15,09:52:01",leo7.,#0,818,,
"2024-09-16,10:57:54",leo7.,#0,819,,
"2024-09-17,11:03:53",leo7.,#0,820,,
"2024-09-18,12:33:51",leo7.,#0,821,,
"2024-09-19,13:58:56",leo7.,#0,822,,
"2024-09-20,13:11:08",leo7.,#0,823,,
"2024-09-21,18:49:23",leo7.,#0,824,,
"2024-09-22,09:07:13",leo7.,#0,825,,
"2024-09-23,18:34:00",leo7.,#0,826,,
"2024-09-24,08:47:50",leo7.,#0,827,,
"2024-09-25,07:13:07",leo7.,#0,828,,
"2024-09-26,09:01:14",leo7.,#0,829,,
"2024-09-27,21:26:52",leo7.,#0,830,,
"2024-09-28,12:28:22",leo7.,#0,831,,
"2024-09-29,09:03:54",leo7.,#0,832,,
"2024-09-30,10:54:10",leo7.,#0,833,,
"2024-10-01,11:01:28",leo7.,#0,834,,
"2024-10-03,07:56:34",leo7.,#0,835,,
"2024-10-04,10:53:20",leo7.,#0,836,,
"2024-10-05,21:41:32",leo7.,#0,837,,
"2024-10-06,09:05:51",leo7.,#0,838,,
"2024-10-07,09:10:41",leo7.,#0,839,,
"2024-10-07,11:16:51",fameldin,#0,server deletion at 1000 ? 🤯  👀,,
"2024-10-08,17:00:28",leo7.,#0,840,,
"2024-10-09,21:08:02",leo7.,#0,841,,
"2024-10-10,11:58:04",leo7.,#0,842,,
"2024-10-12,07:28:59",leo7.,#0,843,,
"2024-10-13,08:24:39",leo7.,#0,844,,
"2024-10-14,09:23:39",leo7.,#0,845,,
"2024-10-15,00:01:46",leo7.,#0,846,,
"2024-10-16,10:49:25",leo7.,#0,847,,
"2024-10-17,16:46:17",leo7.,#0,848,,
"2024-10-18,11:48:16",leo7.,#0,849,,
"2024-10-19,17:26:13",leo7.,#0,850,,
"2024-10-21,11:29:36",leo7.,#0,851,,
"2024-10-22,10:56:48",leo7.,#0,852,,
"2024-10-23,14:05:31",leo7.,#0,853,,
"2024-10-24,09:40:50",leo7.,#0,854,,
"2024-10-26,15:42:15",leo7.,#0,855,,
"2024-10-27,10:47:58",leo7.,#0,856,,
"2024-10-28,10:40:19",fameldin,#0,<@229298624280920064> <@308726682918060033> thoughts on a data visualization of missed days in this channel?,trent5483#0、leo7.#0,
"2024-10-28,10:40:30",fameldin,#0,the results may be surprising !,,
"2024-10-28,10:49:34",leo7.,#0,I'd love to see this,fameldin#0,
"2024-10-28,10:49:47",leo7.,#0,Also,,
"2024-10-28,10:49:51",leo7.,#0,857,,
"2024-10-28,10:50:09",trent5483,#0,something something minard,,
"2024-10-28,10:51:34",leo7.,#0,Over/under on missing days?,,
"2024-10-29,17:53:18",leo7.,#0,858,,
"2024-10-30,20:19:13",leo7.,#0,859,,
"2024-10-31,22:58:53",leo7.,#0,860,,
"2024-11-01,11:27:41",leo7.,#0,861,,
"2024-11-02,13:20:59",leo7.,#0,862,,
"2024-11-03,13:57:25",leo7.,#0,863,,
"2024-11-04,00:19:07",leo7.,#0,864,,
"2024-11-05,07:44:02",leo7.,#0,865,,
"2024-11-06,09:43:12",leo7.,#0,866,,
"2024-11-07,13:07:27",leo7.,#0,867,,
"2024-11-08,23:25:27",leo7.,#0,868,,
"2024-11-09,12:54:12",leo7.,#0,869,,
"2024-11-10,12:44:01",leo7.,#0,870,,
"2024-11-11,06:16:36",fameldin,#0,uhoh,,
"2024-11-11,06:17:02",trent5483,#0,What’s going to happen Yusuf???,,
"2024-11-11,06:17:20",trent5483,#0,3 days away from 873…,,
"2024-11-11,08:34:25",leo7.,#0,871,,
"2024-11-12,08:17:46",leo7.,#0,872,,
"2024-11-13,16:15:19",fameldin,#0,you'll see today,trent5483#0,
"2024-11-13,17:05:53",leo7.,#0,874 <:TaylanTrollface:961694271335972924>,,
"2024-11-14,07:58:47",leo7.,#0,875,,
"2024-11-15,18:35:03",leo7.,#0,876,,
"2024-11-16,08:26:00",leo7.,#0,877,,
"2024-11-17,14:39:48",leo7.,#0,878,,
"2024-11-18,09:02:57",leo7.,#0,879,,
"2024-11-19,12:11:49",leo7.,#0,880,,
"2024-11-21,11:50:06",leo7.,#0,881,,
"2024-11-22,13:04:54",leo7.,#0,882,,
"2024-11-24,11:44:28",leo7.,#0,883,,
"2024-11-25,09:24:13",leo7.,#0,884,,
"2024-11-26,14:40:43",leo7.,#0,885,,
"2024-11-27,09:31:11",leo7.,#0,886,,
"2024-11-28,19:51:23",leo7.,#0,887,,
"2024-11-29,19:57:27",leo7.,#0,888,,
"2024-12-01,11:48:46",leo7.,#0,889,,
"2024-12-02,01:11:18",leo7.,#0,890,,
"2024-12-03,13:06:09",leo7.,#0,891,,
"2024-12-04,08:30:16",leo7.,#0,892,,
"2024-12-05,08:51:35",leo7.,#0,893,,
"2024-12-06,10:06:42",leo7.,#0,894,,
"2024-12-07,11:56:42",leo7.,#0,895,,
"2024-12-08,18:09:19",leo7.,#0,896,,
"2024-12-09,23:11:43",leo7.,#0,897,,
"2024-12-11,09:59:04",fameldin,#0,898,,
"2024-12-11,09:59:06",fameldin,#0,899,,
"2024-12-12,08:57:03",fameldin,#0,900,,
"2024-12-12,08:57:11",fameldin,#0,🥳,,
"2024-12-13,01:04:24",fameldin,#0,901,,
"2024-12-13,02:31:12",fameldin,#0,I'd like to hand things back to Leo,,
"2024-12-13,02:31:21",fameldin,#0,But this was fun,,
"2024-12-13,02:31:26",fameldin,#0,<:Classy:1020815553578946560>,,
"2024-12-14,08:08:31",leo7.,#0,902,,
"2024-12-16,01:54:39",leo7.,#0,903,,
"2024-12-16,10:40:55",leo7.,#0,....,,
"2024-12-16,10:41:05",fameldin,#0,"erm ""..."" is not the number that succeeds 903",,
"2024-12-16,10:41:15",fameldin,#0,also you're early,,
"2024-12-17,12:30:30",fameldin,#0,https://tenor.com/view/atat%C3%BCrk-mka-t%C3%BCrkiyem-t%C3%BCrkl-t%C3%BCrk-gif-18256315,,
"2024-12-17,13:35:12",leo7.,#0,904,,
"2024-12-18,08:49:47",leo7.,#0,905,,
"2024-12-19,10:35:02",leo7.,#0,906,,
"2024-12-19,12:10:48",fameldin,#0,9OK,,
"2024-12-20,07:46:29",leo7.,#0,907,,
"2024-12-21,15:06:38",laxaxl,#0,this is concerning.... will it happen?,fameldin#0,
"2024-12-21,15:06:56",leo7.,#0,908,,
"2024-12-21,15:08:05",fameldin,#0,Wait 92 days and see,laxaxl#0,
"2024-12-21,15:09:17",laxaxl,#0,<:JohnCarnalDesireHorror:1041582487282921482>,,
"2024-12-22,15:03:47",leo7.,#0,909,,
"2024-12-23,10:35:27",leo7.,#0,910,,
"2024-12-24,15:27:57",leo7.,#0,911,,
"2024-12-25,01:06:33",fameldin,#0,"911, What's your emergency?",leo7.#0,
"2024-12-25,07:31:51",leo7.,#0,912,,
"2024-12-26,10:04:01",fameldin,#0,913,,
"2024-12-27,09:22:33",leo7.,#0,914,,
"2024-12-28,01:46:07",leo7.,#0,915,,
"2024-12-29,11:14:42",leo7.,#0,916,,
"2024-12-30,11:18:05",leo7.,#0,917,,
"2024-12-31,08:36:45",leo7.,#0,918,,
"2025-01-01,00:07:19",leo7.,#0,919,,
"2025-01-02,09:06:16",leo7.,#0,920,,
"2025-01-03,08:35:17",leo7.,#0,921,,
"2025-01-04,09:33:42",leo7.,#0,922,,
"2025-01-05,07:15:13",leo7.,#0,923,,
"2025-01-06,08:14:54",leo7.,#0,924,,
"2025-01-07,08:23:31",leo7.,#0,925,,
"2025-01-08,07:37:50",leo7.,#0,926,,
"2025-01-09,06:08:11",leo7.,#0,927,,
"2025-01-10,07:52:47",leo7.,#0,928,,
"2025-01-11,06:59:56",leo7.,#0,929,,
"2025-01-12,10:14:53",fameldin,#0,930 <:Slime:1267685583631814771>,,
"2025-01-12,10:15:08",fameldin,#0,70 days to go <:Hope:1306760060420231178>,,
"2025-01-13,05:44:39",leo7.,#0,931,,
"2025-01-14,03:25:48",fameldin,#0,932,,
"2025-01-14,03:25:52",fameldin,#0,big stuff incoming...,,
"2025-01-15,05:53:11",leo7.,#0,933,,
"2025-01-16,10:01:38",leo7.,#0,934,,
"2025-01-17,00:23:55",leo7.,#0,935,,
"2025-01-18,08:02:41",leo7.,#0,936,,
"2025-01-19,11:56:01",leo7.,#0,937,,
"2025-01-20,09:38:23",leo7.,#0,938,,
"2025-01-21,10:49:14",leo7.,#0,939,,
"2025-01-22,06:14:44",leo7.,#0,940,,
"2025-01-22,21:53:21",laxaxl,#0,60 more days,,
"2025-01-22,21:53:31",laxaxl,#0,the end is near,,
"2025-01-22,21:53:35",laxaxl,#0,<:JohnCarnalDesireHorror:1041582487282921482>,,
"2025-01-23,10:20:50",leo7.,#0,941,,
"2025-01-24,07:44:36",leo7.,#0,942,,
"2025-01-25,08:35:28",leo7.,#0,943,,
"2025-01-26,07:02:35",leo7.,#0,944,,
"2025-01-27,07:13:45",leo7.,#0,945,,
"2025-01-28,06:17:26",leo7.,#0,946,,
"2025-01-29,08:51:38",leo7.,#0,947,,
"2025-01-30,06:38:33",leo7.,#0,948,,
"2025-01-31,10:09:56",leo7.,#0,949,,
"2025-02-02,08:11:34",leo7.,#0,950,,
"2025-02-03,04:54:03",leo7.,#0,951,,
"2025-02-04,05:22:52",fameldin,#0,952,,
"2025-02-05,06:31:57",leo7.,#0,953,,
"2025-02-06,06:15:01",leo7.,#0,954,,
"2025-02-07,06:04:28",leo7.,#0,955,,
"2025-02-08,12:45:28",leo7.,#0,956,,
"2025-02-10,09:33:11",leo7.,#0,967,,
"2025-02-11,11:22:51",leo7.,#0,968,,
"2025-02-12,09:09:05",leo7.,#0,969,,
"2025-02-12,13:29:30",laxaxl,#0,31 more days... the end is near 💀,,
"2025-02-13,07:10:55",leo7.,#0,970,,
"2025-02-14,08:51:52",leo7.,#0,971,,
"2025-02-15,07:30:49",leo7.,#0,972,,
"2025-02-16,11:44:58",leo7.,#0,973,,
"2025-02-17,08:37:09",leo7.,#0,974,,
"2025-02-18,08:26:16",leo7.,#0,975,,
"2025-02-19,18:30:11",leo7.,#0,976,,
"2025-02-20,14:05:41",leo7.,#0,977,,
"2025-02-21,18:46:51",leo7.,#0,978,,
"2025-02-22,12:24:14",leo7.,#0,979,,
"2025-02-23,08:19:06",leo7.,#0,980,,
"2025-02-25,08:57:00",leo7.,#0,981,,
"2025-02-26,14:10:27",leo7.,#0,982,,
"2025-02-26,16:45:31",fameldin,#0,: ),,
"2025-02-27,08:05:19",leo7.,#0,983,,
"2025-02-27,09:47:13",fameldin,#0,: ),,
"2025-02-28,09:19:30",leo7.,#0,984,,
"2025-03-01,07:00:45",leo7.,#0,985,,
"2025-03-02,20:53:49",leo7.,#0,986,,
